input_curie	preferred_identifier	preferred_label	confidence	method	mapping_relation	combo_concept_id	combo_label	source_identifier	evidence
COMBO:1.2.6.4.1	UMLS:C4082302	Exercise_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.6.4.1	Meditative_Movement	COMBO:1.2.6.4.1	hierarchy_backoff:ancestor=1.2.6.4:distance=1
COMBO:1.2.6.4.1.3.2	UMLS:C1883583	Yoga_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.6.4.1.3.2	Kundalini_Yoga	COMBO:1.2.6.4.1.3.2	hierarchy_backoff:ancestor=1.2.6.4.1.3:distance=1
COMBO:1.2.6.4.1.3.4	UMLS:C1883583	Yoga_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.6.4.1.3.4	Circular_Yoga	COMBO:1.2.6.4.1.3.4	hierarchy_backoff:ancestor=1.2.6.4.1.3:distance=1
COMBO:1.2.6.4.1.3.5	UMLS:C1883583	Yoga_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.6.4.1.3.5	Face_Yoga	COMBO:1.2.6.4.1.3.5	hierarchy_backoff:ancestor=1.2.6.4.1.3:distance=1
COMBO:1.2.6.4.1.3.6	UMLS:C1883583	Yoga_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.6.4.1.3.6	Pranayama_Yoga	COMBO:1.2.6.4.1.3.6	hierarchy_backoff:ancestor=1.2.6.4.1.3:distance=1
COMBO:1.2.6.4.1.3.7	UMLS:C1883583	Yoga_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.6.4.1.3.7	Sudarshana_Kriya_Yoga	COMBO:1.2.6.4.1.3.7	hierarchy_backoff:ancestor=1.2.6.4.1.3:distance=1
COMBO:1.2.6.4.1.3.8	UMLS:C1883583	Yoga_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.6.4.1.3.8	Kripalu_Yoga	COMBO:1.2.6.4.1.3.8	hierarchy_backoff:ancestor=1.2.6.4.1.3:distance=1
COMBO:1.2.6.4.1.3.9	UMLS:C1883583	Yoga_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.6.4.1.3.9	Hot_Yoga	COMBO:1.2.6.4.1.3.9	hierarchy_backoff:ancestor=1.2.6.4.1.3:distance=1
COMBO:1.2.6.4.1.3.9.1	UMLS:C1883583	Yoga_Therapy	0.66	hierarchy_backoff_mapping	narrow_to_parent	1.2.6.4.1.3.9.1	Bikram_Yoga	COMBO:1.2.6.4.1.3.9.1	hierarchy_backoff:ancestor=1.2.6.4.1.3:distance=2
COMBO:1.2.6.4.1.3.10	UMLS:C1883583	Yoga_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.6.4.1.3.10	Ashtanga_Yoga	COMBO:1.2.6.4.1.3.10	hierarchy_backoff:ancestor=1.2.6.4.1.3:distance=1
COMBO:1.2.6.4.1.3.11	UMLS:C1883583	Yoga_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.6.4.1.3.11	Tibetan_Yoga	COMBO:1.2.6.4.1.3.11	hierarchy_backoff:ancestor=1.2.6.4.1.3:distance=1
COMBO:1.2.6.4.1.3.12	UMLS:C1883583	Yoga_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.6.4.1.3.12	Chair_Yoga	COMBO:1.2.6.4.1.3.12	hierarchy_backoff:ancestor=1.2.6.4.1.3:distance=1
COMBO:1.2.6.4.1.3.13	UMLS:C1883583	Yoga_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.6.4.1.3.13	Sivananda_Yoga	COMBO:1.2.6.4.1.3.13	hierarchy_backoff:ancestor=1.2.6.4.1.3:distance=1
COMBO:1.2.6.4.1.3.14	UMLS:C1883583	Yoga_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.6.4.1.3.14	Bhakti_Yoga	COMBO:1.2.6.4.1.3.14	hierarchy_backoff:ancestor=1.2.6.4.1.3:distance=1
COMBO:1.2.6.4.1.3.15	UMLS:C1883583	Yoga_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.6.4.1.3.15	Tantra_Yoga	COMBO:1.2.6.4.1.3.15	hierarchy_backoff:ancestor=1.2.6.4.1.3:distance=1
COMBO:1.2.6.4.1.3.16	UMLS:C1883583	Yoga_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.6.4.1.3.16	Vinyasa_Yoga	COMBO:1.2.6.4.1.3.16	hierarchy_backoff:ancestor=1.2.6.4.1.3:distance=1
COMBO:1.2.6.4.1.3.17	UMLS:C1883583	Yoga_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.6.4.1.3.17	Creative_Yoga	COMBO:1.2.6.4.1.3.17	hierarchy_backoff:ancestor=1.2.6.4.1.3:distance=1
COMBO:1.2.6.4.1.3.18	UMLS:C1883583	Yoga_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.6.4.1.3.18	Relaxing_Yoga	COMBO:1.2.6.4.1.3.18	hierarchy_backoff:ancestor=1.2.6.4.1.3:distance=1
COMBO:1.2.6.4.1.3.19	UMLS:C1883583	Yoga_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.6.4.1.3.19	Power_Yoga	COMBO:1.2.6.4.1.3.19	hierarchy_backoff:ancestor=1.2.6.4.1.3:distance=1
COMBO:1.2.6.4.1.3.20	UMLS:C1883583	Yoga_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.6.4.1.3.20	Iyengar_Yoga	COMBO:1.2.6.4.1.3.20	hierarchy_backoff:ancestor=1.2.6.4.1.3:distance=1
COMBO:1.2.6.4.1.3.21	UMLS:C1883583	Yoga_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.6.4.1.3.21	Karma_Yoga	COMBO:1.2.6.4.1.3.21	hierarchy_backoff:ancestor=1.2.6.4.1.3:distance=1
COMBO:1.2.6.4.1.3.22	UMLS:C1883583	Yoga_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.6.4.1.3.22	Jinana_Yoga	COMBO:1.2.6.4.1.3.22	hierarchy_backoff:ancestor=1.2.6.4.1.3:distance=1
COMBO:1.2.6.4.1.3.23	UMLS:C1883583	Yoga_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.6.4.1.3.23	Sahaj_Yoga	COMBO:1.2.6.4.1.3.23	hierarchy_backoff:ancestor=1.2.6.4.1.3:distance=1
COMBO:1.2.6.4.1.3.24	UMLS:C1883583	Yoga_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.6.4.1.3.24	Hatha_Yoga	COMBO:1.2.6.4.1.3.24	hierarchy_backoff:ancestor=1.2.6.4.1.3:distance=1
COMBO:1.2.6.4.1.3.25	UMLS:C1883583	Yoga_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.6.4.1.3.25	Yoga_Nidra	COMBO:1.2.6.4.1.3.25	hierarchy_backoff:ancestor=1.2.6.4.1.3:distance=1
COMBO:1.2.6.4.1.4.1	UMLS:C0282077	Qigong_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.6.4.1.4.1	Hua_Gong	COMBO:1.2.6.4.1.4.1	hierarchy_backoff:ancestor=1.2.6.4.1.4:distance=1
COMBO:1.2.6.4.1.4.2	UMLS:C0282077	Qigong_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.6.4.1.4.2	Medical_Qigong	COMBO:1.2.6.4.1.4.2	hierarchy_backoff:ancestor=1.2.6.4.1.4:distance=1
COMBO:1.2.6.4.1.4.2.2	UMLS:C0282077	Qigong_Therapy	0.66	hierarchy_backoff_mapping	narrow_to_parent	1.2.6.4.1.4.2.2	Dongeui_Qigong	COMBO:1.2.6.4.1.4.2.2	hierarchy_backoff:ancestor=1.2.6.4.1.4:distance=2
COMBO:1.2.6.4.1.4.2.3	UMLS:C0282077	Qigong_Therapy	0.66	hierarchy_backoff_mapping	narrow_to_parent	1.2.6.4.1.4.2.3	Guolin_Qigong	COMBO:1.2.6.4.1.4.2.3	hierarchy_backoff:ancestor=1.2.6.4.1.4:distance=2
COMBO:1.2.6.4.1.4.2.4	UMLS:C0282077	Qigong_Therapy	0.66	hierarchy_backoff_mapping	narrow_to_parent	1.2.6.4.1.4.2.4	Qigong_Healer	COMBO:1.2.6.4.1.4.2.4	hierarchy_backoff:ancestor=1.2.6.4.1.4:distance=2
COMBO:1.2.6.4.1.4.3	UMLS:C0282077	Qigong_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.6.4.1.4.3	Chan_Mi_Gong	COMBO:1.2.6.4.1.4.3	hierarchy_backoff:ancestor=1.2.6.4.1.4:distance=1
COMBO:1.2.6.4.1.4.4	UMLS:C0282077	Qigong_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.6.4.1.4.4	Yi_Jia_Gong	COMBO:1.2.6.4.1.4.4	hierarchy_backoff:ancestor=1.2.6.4.1.4:distance=1
COMBO:1.2.6.4.1.4.5	UMLS:C0282077	Qigong_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.6.4.1.4.5	Biyun_Qi_Gong	COMBO:1.2.6.4.1.4.5	hierarchy_backoff:ancestor=1.2.6.4.1.4:distance=1
COMBO:1.2.6.4.1.4.6	UMLS:C0282077	Qigong_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.6.4.1.4.6	Daoyin_Qi_Gong	COMBO:1.2.6.4.1.4.6	hierarchy_backoff:ancestor=1.2.6.4.1.4:distance=1
COMBO:1.2.6.4.1.4.7	UMLS:C0282077	Qigong_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.6.4.1.4.7	Qi_Gong_Yangsheng	COMBO:1.2.6.4.1.4.7	hierarchy_backoff:ancestor=1.2.6.4.1.4:distance=1
COMBO:1.2.6.4.1.4.8	UMLS:C0282077	Qigong_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.6.4.1.4.8	Baduanjin_Qi_Gong	COMBO:1.2.6.4.1.4.8	hierarchy_backoff:ancestor=1.2.6.4.1.4:distance=1
COMBO:1.2.6.4.1.4.9	UMLS:C0282077	Qigong_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.6.4.1.4.9	Five_Animals_Qi_Gong	COMBO:1.2.6.4.1.4.9	hierarchy_backoff:ancestor=1.2.6.4.1.4:distance=1
COMBO:1.2.6.4.4	UMLS:C4082302	Exercise_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.6.4.4	Motor_Control_Exercise	COMBO:1.2.6.4.4	hierarchy_backoff:ancestor=1.2.6.4:distance=1
COMBO:1.2.6.4.5.1	UMLS:C0454333	Facial_Exercise	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.6.4.5.1	Face_Yoga	COMBO:1.2.6.4.5.1	hierarchy_backoff:ancestor=1.2.6.4.5:distance=1
COMBO:1.2.6.4.5.2	UMLS:C0454333	Facial_Exercise	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.6.4.5.2	Facial_Resistance_Training	COMBO:1.2.6.4.5.2	hierarchy_backoff:ancestor=1.2.6.4.5:distance=1
COMBO:1.2.6.4.5.3	UMLS:C0454333	Facial_Exercise	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.6.4.5.3	Face_Shaping	COMBO:1.2.6.4.5.3	hierarchy_backoff:ancestor=1.2.6.4.5:distance=1
COMBO:1.2.6.4.6	UMLS:C4082302	Exercise_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.6.4.6	Guided_Physical_Activity	COMBO:1.2.6.4.6	hierarchy_backoff:ancestor=1.2.6.4:distance=1
COMBO:1.2.6.5	UMLS:C0260173	Mind	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.6.5	Movement_Education	COMBO:1.2.6.5	hierarchy_backoff:ancestor=1.2.6:distance=1
COMBO:1.2.6.5.1.1	UMLS:C0597812	Alexander_Technique	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.6.5.1.1	Alexander_Proprioception	COMBO:1.2.6.5.1.1	hierarchy_backoff:ancestor=1.2.6.5.1:distance=1
COMBO:1.2.6.6	UMLS:C0260173	Mind	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.6.6	Art_of_Living	COMBO:1.2.6.6	hierarchy_backoff:ancestor=1.2.6:distance=1
COMBO:1.2.6.7	UMLS:C0260173	Mind	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.6.7	Eurythmy	COMBO:1.2.6.7	hierarchy_backoff:ancestor=1.2.6:distance=1
COMBO:1.2.6.8	UMLS:C0260173	Mind	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.6.8	Feldenkrais_Method	COMBO:1.2.6.8	hierarchy_backoff:ancestor=1.2.6:distance=1
COMBO:1.2.6.8.1	UMLS:C0260173	Mind	0.66	hierarchy_backoff_mapping	narrow_to_parent	1.2.6.8.1	Functional_Integration	COMBO:1.2.6.8.1	hierarchy_backoff:ancestor=1.2.6:distance=2
COMBO:1.2.6.9	UMLS:C0260173	Mind	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.6.9	Flotation_Therapy	COMBO:1.2.6.9	hierarchy_backoff:ancestor=1.2.6:distance=1
COMBO:1.2.6.10	UMLS:C0260173	Mind	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.6.10	Sophrology	COMBO:1.2.6.10	hierarchy_backoff:ancestor=1.2.6:distance=1
COMBO:1.2.8.1	UMLS:C1516875	Energy_Based_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.8.1	Putative_Energy_Therapy	COMBO:1.2.8.1	hierarchy_backoff:ancestor=1.2.8:distance=1
COMBO:1.2.8.1.2	UMLS:C1516875	Energy_Based_Therapy	0.66	hierarchy_backoff_mapping	narrow_to_parent	1.2.8.1.2	Qigong_Therapy	COMBO:1.2.8.1.2	hierarchy_backoff:ancestor=1.2.8:distance=2
COMBO:1.2.8.1.2.1	UMLS:C1516875	Energy_Based_Therapy	0.6	hierarchy_backoff_mapping	narrow_to_parent	1.2.8.1.2.1	Hua_Gong	COMBO:1.2.8.1.2.1	hierarchy_backoff:ancestor=1.2.8:distance=3
COMBO:1.2.8.1.2.2	UMLS:C1516875	Energy_Based_Therapy	0.6	hierarchy_backoff_mapping	narrow_to_parent	1.2.8.1.2.2	Medical_Qigong	COMBO:1.2.8.1.2.2	hierarchy_backoff:ancestor=1.2.8:distance=3
COMBO:1.2.8.1.2.2.1	UMLS:C1516875	Energy_Based_Therapy	0.55	hierarchy_backoff_mapping	narrow_to_parent	1.2.8.1.2.2.1	External_Qi_Gong_Therapy	COMBO:1.2.8.1.2.2.1	hierarchy_backoff:ancestor=1.2.8:distance=4
COMBO:1.2.8.1.2.2.2	UMLS:C1516875	Energy_Based_Therapy	0.55	hierarchy_backoff_mapping	narrow_to_parent	1.2.8.1.2.2.2	Dongeui_Qigong	COMBO:1.2.8.1.2.2.2	hierarchy_backoff:ancestor=1.2.8:distance=4
COMBO:1.2.8.1.2.2.3	UMLS:C1516875	Energy_Based_Therapy	0.55	hierarchy_backoff_mapping	narrow_to_parent	1.2.8.1.2.2.3	Guolin_Qigong	COMBO:1.2.8.1.2.2.3	hierarchy_backoff:ancestor=1.2.8:distance=4
COMBO:1.2.8.1.2.2.4	UMLS:C1516875	Energy_Based_Therapy	0.55	hierarchy_backoff_mapping	narrow_to_parent	1.2.8.1.2.2.4	Qigong_Healer	COMBO:1.2.8.1.2.2.4	hierarchy_backoff:ancestor=1.2.8:distance=4
COMBO:1.2.8.1.2.3	UMLS:C1516875	Energy_Based_Therapy	0.6	hierarchy_backoff_mapping	narrow_to_parent	1.2.8.1.2.3	Chan_Mi_Gong	COMBO:1.2.8.1.2.3	hierarchy_backoff:ancestor=1.2.8:distance=3
COMBO:1.2.8.1.2.4	UMLS:C1516875	Energy_Based_Therapy	0.6	hierarchy_backoff_mapping	narrow_to_parent	1.2.8.1.2.4	Yi_Jia_Gong	COMBO:1.2.8.1.2.4	hierarchy_backoff:ancestor=1.2.8:distance=3
COMBO:1.2.8.1.2.5	UMLS:C1516875	Energy_Based_Therapy	0.6	hierarchy_backoff_mapping	narrow_to_parent	1.2.8.1.2.5	Biyun_Qi_Gong	COMBO:1.2.8.1.2.5	hierarchy_backoff:ancestor=1.2.8:distance=3
COMBO:1.2.8.1.2.6	UMLS:C1516875	Energy_Based_Therapy	0.6	hierarchy_backoff_mapping	narrow_to_parent	1.2.8.1.2.6	Daoyin_Qi_Gong	COMBO:1.2.8.1.2.6	hierarchy_backoff:ancestor=1.2.8:distance=3
COMBO:1.2.8.1.2.7	UMLS:C1516875	Energy_Based_Therapy	0.6	hierarchy_backoff_mapping	narrow_to_parent	1.2.8.1.2.7	Qi_Gong_Yangsheng	COMBO:1.2.8.1.2.7	hierarchy_backoff:ancestor=1.2.8:distance=3
COMBO:1.2.8.1.2.8	UMLS:C1516875	Energy_Based_Therapy	0.6	hierarchy_backoff_mapping	narrow_to_parent	1.2.8.1.2.8	Baduanjin_Qi_Gong	COMBO:1.2.8.1.2.8	hierarchy_backoff:ancestor=1.2.8:distance=3
COMBO:1.2.8.1.2.9	UMLS:C1516875	Energy_Based_Therapy	0.6	hierarchy_backoff_mapping	narrow_to_parent	1.2.8.1.2.9	Five_Animals_Qi_Gong	COMBO:1.2.8.1.2.9	hierarchy_backoff:ancestor=1.2.8:distance=3
COMBO:1.2.8.1.3.1.1	UMLS:C0751715	Reiki_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.8.1.3.1.1	Japanese_Reiki	COMBO:1.2.8.1.3.1.1	hierarchy_backoff:ancestor=1.2.8.1.3.1:distance=1
COMBO:1.2.8.1.3.1.2	UMLS:C0751715	Reiki_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.8.1.3.1.2	Buddhist_Reiki	COMBO:1.2.8.1.3.1.2	hierarchy_backoff:ancestor=1.2.8.1.3.1:distance=1
COMBO:1.2.8.1.4.1	UMLS:C0085102	Color_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.8.1.4.1	Aura_Soma_Therapy	COMBO:1.2.8.1.4.1	hierarchy_backoff:ancestor=1.2.8.1.4:distance=1
COMBO:1.2.8.1.5.1	UMLS:C0597815	Crystal_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.8.1.5.1	Electrocrystal_Therapy	COMBO:1.2.8.1.5.1	hierarchy_backoff:ancestor=1.2.8.1.5:distance=1
COMBO:1.2.8.1.5.2	UMLS:C0597815	Crystal_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.8.1.5.2	Gemstone_Therapy	COMBO:1.2.8.1.5.2	hierarchy_backoff:ancestor=1.2.8.1.5:distance=1
COMBO:1.2.8.1.6	UMLS:C1516875	Energy_Based_Therapy	0.66	hierarchy_backoff_mapping	narrow_to_parent	1.2.8.1.6	Chakra_Balancing	COMBO:1.2.8.1.6	hierarchy_backoff:ancestor=1.2.8:distance=2
COMBO:1.2.8.1.8	UMLS:C1516875	Energy_Based_Therapy	0.66	hierarchy_backoff_mapping	narrow_to_parent	1.2.8.1.8	Radionics	COMBO:1.2.8.1.8	hierarchy_backoff:ancestor=1.2.8:distance=2
COMBO:1.2.8.2	UMLS:C1516875	Energy_Based_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.8.2	Veritable_Energy_Therapy	COMBO:1.2.8.2	hierarchy_backoff:ancestor=1.2.8:distance=1
COMBO:1.2.8.2.3.1.1	UMLS:C1881509	Magnet_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.8.2.3.1.1	Static_Magnet_Therapy	COMBO:1.2.8.2.3.1.1	hierarchy_backoff:ancestor=1.2.8.2.3.1:distance=1
COMBO:1.2.8.2.3.1.1.1	UMLS:C1881509	Magnet_Therapy	0.66	hierarchy_backoff_mapping	narrow_to_parent	1.2.8.2.3.1.1.1	Biomagnetic_Therapy	COMBO:1.2.8.2.3.1.1.1	hierarchy_backoff:ancestor=1.2.8.2.3.1:distance=2
COMBO:1.2.8.2.3.2	UMLS:C1511136	Electromagnetic_Based_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.8.2.3.2	Electrical_Therapy	COMBO:1.2.8.2.3.2	hierarchy_backoff:ancestor=1.2.8.2.3:distance=1
COMBO:1.2.8.2.4	UMLS:C1516875	Energy_Based_Therapy	0.66	hierarchy_backoff_mapping	narrow_to_parent	1.2.8.2.4	Anodyne_Therapy	COMBO:1.2.8.2.4	hierarchy_backoff:ancestor=1.2.8:distance=2
COMBO:1.2.8.2.5	UMLS:C1516875	Energy_Based_Therapy	0.66	hierarchy_backoff_mapping	narrow_to_parent	1.2.8.2.5	Bioacoustics_Therapy	COMBO:1.2.8.2.5	hierarchy_backoff:ancestor=1.2.8:distance=2
COMBO:1.2.8.2.6	UMLS:C1516875	Energy_Based_Therapy	0.66	hierarchy_backoff_mapping	narrow_to_parent	1.2.8.2.6	Cellubike	COMBO:1.2.8.2.6	hierarchy_backoff:ancestor=1.2.8:distance=2
COMBO:1.2.8.2.7.1.1	UMLS:C0041626	Ultraviolet_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.8.2.7.1.1	Bath_Puva	COMBO:1.2.8.2.7.1.1	hierarchy_backoff:ancestor=1.2.8.2.7.1:distance=1
COMBO:1.2.8.2.7.2.1	MESH:D010778	Photodynamic Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.8.2.7.2.1	Ocular_Light_Therapy	COMBO:1.2.8.2.7.2.1	hierarchy_backoff:ancestor=1.2.8.2.7.2:distance=1
COMBO:1.2.8.2.7.3	UMLS:C0031765	Phototherapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.8.2.7.3	Balneophototherapy	COMBO:1.2.8.2.7.3	hierarchy_backoff:ancestor=1.2.8.2.7:distance=1
COMBO:1.2.8.2.7.3.1	UMLS:C0031765	Phototherapy	0.66	hierarchy_backoff_mapping	narrow_to_parent	1.2.8.2.7.3.1	Dead_Sea_Climatotherapy	COMBO:1.2.8.2.7.3.1	hierarchy_backoff:ancestor=1.2.8.2.7:distance=2
COMBO:1.2.8.2.7.6	UMLS:C0031765	Phototherapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.8.2.7.6	Fiber_Optic_Phototherapy	COMBO:1.2.8.2.7.6	hierarchy_backoff:ancestor=1.2.8.2.7:distance=1
COMBO:1.2.8.2.7.7	UMLS:C0031765	Phototherapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.8.2.7.7	Nontargeted_Light_Therapy	COMBO:1.2.8.2.7.7	hierarchy_backoff:ancestor=1.2.8.2.7:distance=1
COMBO:1.2.8.2.7.8	UMLS:C0031765	Phototherapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.8.2.7.8	Targeted_Light_Therapy	COMBO:1.2.8.2.7.8	hierarchy_backoff:ancestor=1.2.8.2.7:distance=1
COMBO:1.2.8.2.7.9	UMLS:C0031765	Phototherapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.8.2.7.9	Acu_Light_Therapy	COMBO:1.2.8.2.7.9	hierarchy_backoff:ancestor=1.2.8.2.7:distance=1
COMBO:1.2.8.2.7.10	UMLS:C0031765	Phototherapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.8.2.7.10	Esogetic_Colorpuncture	COMBO:1.2.8.2.7.10	hierarchy_backoff:ancestor=1.2.8.2.7:distance=1
COMBO:1.2.8.2.7.11	UMLS:C0031765	Phototherapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.8.2.7.11	Reprocessing_Light_Therapy	COMBO:1.2.8.2.7.11	hierarchy_backoff:ancestor=1.2.8.2.7:distance=1
COMBO:1.2.12.5.2.2	UMLS:C0026652	Moxibustion	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.12.5.2.2	Dogbi_	COMBO:1.2.12.5.2.2	hierarchy_backoff:ancestor=1.2.12.5.2:distance=1
COMBO:1.2.12.9	UMLS:C0026652	Moxibustion	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.12.9	Rice_Sized_Direct_Moxa	COMBO:1.2.12.9	hierarchy_backoff:ancestor=1.2.12:distance=1
COMBO:1.2.15.2.1	UMLS:C5197695	Cupping_Therapy	0.72	hierarchy_backoff_mapping	narrow_to_parent	1.2.15.2.1	Wet_Cupping	COMBO:1.2.15.2.1	hierarchy_backoff:ancestor=1.2.15.2:distance=1
COMBO:1.2.15.2.1.1	UMLS:C5197695	Cupping_Therapy	0.66	hierarchy_backoff_mapping	narrow_to_parent	1.2.15.2.1.1	Blood_Letting_Cupping	COMBO:1.2.15.2.1.1	hierarchy_backoff:ancestor=1.2.15.2:distance=2
